,mean,std,min,Q1,median,Q3,max,date
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200101010000
1,4.589369200402871e-05,0.0009121365728788078,0.0,0.0,0.0,0.0,0.12276867777109146,200101010100
2,0.07708825170993805,0.035149261355400085,0.0,0.07161112688481808,0.08663807064294815,0.09829803742468357,2.893568992614746,200101010200
3,0.03570324555039406,0.018038379028439522,0.0,0.03149512503296137,0.039938030764460564,0.046148392371833324,2.40969181060791,200101010300
4,0.11763028800487518,0.08477518707513809,0.0,0.05264726094901562,0.11311300471425056,0.173109270632267,3.71431040763855,200101010400
5,0.0036082768347114325,0.03171500936150551,0.0,2.602353833935922e-05,0.0012660535867325962,0.004473325912840664,9.060821533203125,200101010500
6,0.0069508058950304985,0.029879840090870857,0.0,0.0012277692439965904,0.005737134488299489,0.009871036745607853,7.969511985778809,200101010600
7,0.023942314088344574,0.029067251831293106,0.0,0.0002548504271544516,0.011896292679011822,0.03953572083264589,0.944416880607605,200101010700
8,0.020825527608394623,0.015139306895434856,0.0,0.015046512940898538,0.022629360668361187,0.028386027552187443,3.995185136795044,200101010800
9,0.0021026385948061943,0.03555193915963173,0.0,0.0,1.9960799363616388e-05,0.0005752289725933224,5.844119548797607,200101010900
10,0.002333318814635277,0.04551880806684494,0.0,0.0,0.0,0.0,4.4192280769348145,200101011000
11,0.012217138893902302,0.020954903215169907,0.0,0.006002088892273605,0.012176355347037315,0.017532631289213896,4.448159217834473,200101011100
12,0.002346492139622569,0.045216407626867294,0.0,0.0,0.0,0.0,4.893686294555664,200101011200
13,0.0019565613474696875,0.03601226955652237,0.0,0.0,0.0,3.097824617270817e-06,3.70459246635437,200101011300
14,0.002085097599774599,0.039496783167123795,0.0,0.0,0.0,0.0,5.090404987335205,200101011400
15,0.0031059798784554005,0.058693140745162964,0.0,0.0,0.0,0.0,8.171012878417969,200101011500
16,0.009305697865784168,0.16096778213977814,0.0,0.0,0.0,0.0,37.655765533447266,200101011600
17,0.005378989968448877,0.0932188481092453,0.0,0.0,0.0,0.0,12.510151863098145,200101011700
18,0.007696669548749924,0.13684161007404327,0.0,0.0,0.0,0.0,17.660228729248047,200101011800
19,0.008793974295258522,0.17222215235233307,0.0,0.0,0.0,0.0,30.15583038330078,200101011900
20,0.004023579880595207,0.0719735324382782,0.0,0.0,0.0,0.0,9.159563064575195,200101012000
21,0.008714050054550171,0.16547876596450806,0.0,0.0,0.0,0.0,31.281728744506836,200101012100
22,0.008202392607927322,0.1437382847070694,0.0,0.0,0.0,0.0,22.054256439208984,200101012200
23,0.006435947492718697,0.11528201401233673,0.0,0.0,0.0,0.0,17.15837860107422,200101012300
24,0.014358729124069214,0.23009704053401947,0.0,0.0,0.0,0.0,24.620885848999023,200101020000
25,0.013170248828828335,0.2287379652261734,0.0,0.0,0.0,0.0,29.696422576904297,200101020100
26,0.017042919993400574,0.2575133740901947,0.0,0.0,0.0,0.0,35.8355598449707,200101020200
27,0.002659254241734743,0.05701804533600807,0.0,0.0,0.0,0.0,7.881436347961426,200101020300
28,0.01380370743572712,0.23056520521640778,0.0,0.0,0.0,0.0,34.223297119140625,200101020400
29,0.002529616467654705,0.0539034828543663,0.0,0.0,0.0,0.0,7.398175239562988,200101020500
30,0.010830448940396309,0.18071265518665314,0.0,0.0,0.0,0.0,26.680065155029297,200101020600
31,0.01193249225616455,0.20415014028549194,0.0,0.0,0.0,0.0,25.354150772094727,200101020700
32,0.1193467229604721,0.06704699993133545,0.0,0.08529198728501797,0.12334994971752167,0.16092028096318245,2.2073092460632324,200101020800
33,0.002874426543712616,0.006295305676758289,0.0,6.361322579806483e-09,2.3183682969829533e-05,0.0026208253111690283,0.26158401370048523,200101020900
34,0.05162394419312477,0.024431662634015083,0.0,0.04722565971314907,0.0580898467451334,0.06627158261835575,2.4376041889190674,200101021000
35,4.3837571865879e-06,0.0001961518864845857,0.0,0.0,0.0,0.0,0.032198335975408554,200101021100
36,0.0026334747672080994,0.03221476078033447,0.0,7.558180357136735e-07,0.00019599238294176757,0.0022136265179142356,6.433548927307129,200101021200
37,0.0662829652428627,0.05803662911057472,0.0,0.014916444662958384,0.055831072852015495,0.10523107275366783,1.4636507034301758,200101021300
38,0.0019013198325410485,0.03526679798960686,0.0,0.0,2.2814364086798378e-07,6.360550833051093e-05,5.64857816696167,200101021400
39,0.009295286610722542,0.026712629944086075,0.0,0.003272986155934632,0.008590389974415302,0.01324266311712563,6.859279632568359,200101021500
40,0.0022018656600266695,0.04196815565228462,0.0,0.0,0.0,3.1697012237152933e-09,5.179694652557373,200101021600
41,0.002091703936457634,0.03803619369864464,0.0,0.0,0.0,0.0,4.413607120513916,200101021700
42,0.002372854156419635,0.046207722276449203,0.0,0.0,0.0,0.0,5.133115291595459,200101021800
43,0.02706843987107277,0.015871558338403702,0.0,0.021993710193783045,0.03004215843975544,0.035963199101388454,2.5948476791381836,200101021900
44,0.003713232232257724,0.0729457288980484,0.0,0.0,0.0,0.0,12.665202140808105,200101022000
45,0.005922631826251745,0.10571996867656708,0.0,0.0,0.0,0.0,13.798616409301758,200101022100
46,0.004800040740519762,0.08436112105846405,0.0,0.0,0.0,0.0,8.6862154006958,200101022200
47,0.016022657975554466,0.020194733515381813,0.0,0.009629155974835157,0.016956917010247707,0.022375074680894613,5.023874282836914,200101022300
48,0.008011043071746826,0.14325162768363953,0.0,0.0,0.0,0.0,23.848756790161133,200101030000
49,0.007047743536531925,0.1313074380159378,0.0,0.0,0.0,0.0,18.95787239074707,200101030100
50,0.009025637991726398,0.18880648910999298,0.0,0.0,0.0,0.0,43.134033203125,200101030200
51,0.008557823486626148,0.1538035124540329,0.0,0.0,0.0,0.0,24.472763061523438,200101030300
52,0.005004373844712973,0.027714988216757774,0.0,0.0002022002954618074,0.0032733904663473368,0.007014851784333587,8.358919143676758,200101030400
53,0.0027326554991304874,0.05443669110536575,0.0,0.0,0.0,0.0,7.703711032867432,200101030500
54,0.013086352497339249,0.21772228181362152,0.0,0.0,0.0,0.0,34.9871940612793,200101030600
55,0.014273378066718578,0.24024255573749542,0.0,0.0,0.0,0.0,27.307716369628906,200101030700
56,0.015298639424145222,0.2393897920846939,0.0,0.0,0.0,0.0,26.821971893310547,200101030800
57,0.002715054666623473,0.05887197330594063,0.0,0.0,0.0,0.0,9.903887748718262,200101030900
58,0.00221227016299963,0.042445480823516846,0.0,0.0,0.0,0.0,4.774465084075928,200101031000
59,0.011187302879989147,0.19338788092136383,0.0,0.0,0.0,0.0,25.501127243041992,200101031100
60,0.010327992029488087,0.1788450926542282,0.0,0.0,0.0,0.0,26.666929244995117,200101031200
61,0.012881646864116192,0.2213277965784073,0.0,0.0,0.0,0.0,26.918468475341797,200101031300
62,0.009031818248331547,0.16443321108818054,0.0,0.0,0.0,0.0,28.550065994262695,200101031400
63,0.01821868307888508,0.27781781554222107,0.0,0.0,0.0,0.0,28.584596633911133,200101031500
64,0.12160510569810867,1.235452651977539,0.0,0.0,0.0,0.0,69.46224975585938,200101031600
65,0.021525755524635315,0.36465680599212646,0.0,0.0,0.0,0.0,43.96950149536133,200101031700
66,0.20909301936626434,1.8500298261642456,0.0,0.0,0.0,0.0,87.13981628417969,200101031800
67,0.18468591570854187,1.7657397985458374,0.0,0.0,0.0,0.0,109.07567596435547,200101031900
68,0.03106306493282318,0.5059729218482971,0.0,0.0,0.0,0.0,47.66786575317383,200101032000
69,0.19751714169979095,1.7296687364578247,0.0,0.0,0.0,0.0,91.54676055908203,200101032100
70,0.21880868077278137,2.0039618015289307,0.0,0.0,0.0,0.0,108.96195220947266,200101032200
71,0.16739089787006378,1.6081870794296265,0.0,0.0,0.0,0.0,72.19349670410156,200101032300
72,0.16711415350437164,1.720684289932251,0.0,0.0,0.0,0.0,89.56798553466797,200101040000
73,0.14741085469722748,1.4894444942474365,0.0,0.0,0.0,0.0,83.7677001953125,200101040100
