,mean,std,min,Q1,median,Q3,max,date
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200101010000
1,4.5893695642007515e-05,0.0008194650872610509,0.0,0.0,0.0,4.1141125922683486e-10,0.11024786531925201,200101010100
2,0.07708826661109924,0.03411158546805382,0.0,0.07418088987469673,0.08722610771656036,0.0971519947052002,1.6196203231811523,200101010200
3,0.03570324182510376,0.0171209704130888,0.0,0.03264484275132418,0.04026755131781101,0.04571464937180281,0.9972243905067444,200101010300
4,0.1176302507519722,0.0707416981458664,0.0,0.078400494530797,0.12010848522186279,0.15966824814677238,2.5567984580993652,200101010400
5,0.003608276369050145,0.028177781030535698,0.0,5.3974424190528225e-05,0.0014503264101222157,0.004428937565535307,5.561077117919922,200101010500
6,0.006950806360691786,0.026910515502095222,0.0,0.0016450344992335886,0.005852292524650693,0.009761007968336344,5.796995162963867,200101010600
7,0.023942312225699425,0.021974781528115273,0.0,0.006776063586585224,0.019502826035022736,0.0351928872987628,0.8711279034614563,200101010700
8,0.020825527608394623,0.013677026145160198,0.0,0.01581138465553522,0.022824253886938095,0.028055073227733374,1.3387298583984375,200101010800
9,0.002102638129144907,0.03152378275990486,0.0,2.0455021676468732e-08,3.1950183256412856e-05,0.0006799912662245333,3.953657865524292,200101010900
10,0.002333319280296564,0.04232630878686905,0.0,0.0,0.0,0.0,3.6787219047546387,200101011000
11,0.012217141687870026,0.018986288458108902,0.0,0.006523909512907267,0.01235807640478015,0.017264412250369787,2.805675506591797,200101011100
12,0.0023464930709451437,0.041453901678323746,0.0,0.0,0.0,0.0,3.5604140758514404,200101011200
13,0.0019565618131309748,0.03290453925728798,0.0,0.0,4.343729681499653e-10,5.833626005369297e-06,2.937150001525879,200101011300
14,0.0020850973669439554,0.036618173122406006,0.0,0.0,0.0,0.0,3.6766395568847656,200101011400
15,0.003105979645624757,0.0546974241733551,0.0,0.0,0.0,0.0,5.9465765953063965,200101011500
16,0.009305695071816444,0.14670169353485107,0.0,0.0,0.0,0.0,21.153701782226562,200101011600
17,0.005378990434110165,0.08755367249250412,0.0,0.0,0.0,0.0,8.910122871398926,200101011700
18,0.007696668617427349,0.1279747635126114,0.0,0.0,0.0,0.0,12.720149040222168,200101011800
19,0.008793977089226246,0.16040901839733124,0.0,0.0,0.0,0.0,24.081117630004883,200101011900
20,0.004023580811917782,0.0676102563738823,0.0,0.0,0.0,0.0,7.541416168212891,200101012000
21,0.00871405191719532,0.1549035757780075,0.0,0.0,0.0,0.0,25.341960906982422,200101012100
22,0.008202390745282173,0.13296228647232056,0.0,0.0,0.0,0.0,15.462369918823242,200101012200
23,0.006435947958379984,0.10900983214378357,0.0,0.0,0.0,0.0,12.923544883728027,200101012300
24,0.014358732849359512,0.20387963950634003,0.0,0.0,0.0,0.0,17.779752731323242,200101020000
25,0.013170248828828335,0.20651234686374664,0.0,0.0,0.0,1.4898119543582666e-10,23.474607467651367,200101020100
26,0.017042914405465126,0.22998739778995514,0.0,0.0,0.0,0.0,19.537322998046875,200101020200
27,0.002659254241734743,0.0537794791162014,0.0,0.0,0.0,0.0,7.337830543518066,200101020300
28,0.01380370557308197,0.2041703313589096,0.0,0.0,0.0,0.0,26.972312927246094,200101020400
29,0.002529616467654705,0.05047997459769249,0.0,0.0,0.0,0.0,5.670539855957031,200101020500
30,0.010830451734364033,0.1634868085384369,0.0,0.0,0.0,4.4002045063162853e-11,17.438634872436523,200101020600
31,0.01193249225616455,0.1821158230304718,0.0,0.0,0.0,1.94484950366558e-09,16.418447494506836,200101020700
32,0.11934669315814972,0.0614110603928566,0.0,0.09566119499504566,0.12664933502674103,0.1569996066391468,1.1555697917938232,200101020800
33,0.0028744270093739033,0.004709558095782995,0.0,5.4405925766332075e-05,0.001104433962609619,0.0036675741430372,0.22255724668502808,200101020900
34,0.051623955368995667,0.02335677668452263,0.0,0.049137470312416553,0.05847642756998539,0.06536678038537502,1.2004449367523193,200101021000
35,4.3837571865879e-06,0.00016595011402387172,0.0,0.0,0.0,0.0,0.023032531142234802,200101021100
36,0.0026334745343774557,0.028702056035399437,0.0,4.123580993109499e-06,0.0003135363949695602,0.0022420939640142024,4.19161319732666,200101021200
